Internal1,Internal1,Internal1,Internal2,Internal2,Internal2,Internal3,Internal3,Internal3,Internal4,Internal4,Internal4
413.625,1093.38,134.704,429.692,1059.75,134.726,421.44,1036.02,121.96,419.448,1096.02,99.7207
413.616,1093.38,134.697,429.703,1059.74,134.731,421.601,1036.03,121.899,419.449,1096.01,99.7292
413.619,1093.38,134.695,429.697,1059.74,134.734,421.596,1036.05,121.907,419.451,1096.01,99.7268
413.615,1093.39,134.704,429.714,1059.75,134.744,421.589,1036.06,121.908,419.442,1096.02,99.7151
413.612,1093.39,134.695,429.663,1059.72,134.721,421.583,1036.05,121.901,419.44,1096.03,99.7154
413.607,1093.39,134.703,429.681,1059.74,134.737,421.585,1036.07,121.908,419.597,1096.04,99.7143
413.592,1093.4,134.705,429.679,1059.76,134.728,421.569,1036.07,121.899,419.59,1096.05,99.7004
413.613,1093.41,134.702,429.678,1059.78,134.73,421.588,1036.07,121.904,419.592,1096.06,99.7063
413.588,1093.42,134.696,429.658,1059.8,134.742,421.567,1036.09,121.909,419.571,1096.06,99.7018
413.587,1093.41,134.705,429.651,1059.81,134.741,421.558,1036.1,121.904,419.581,1096.1,99.708
413.596,1093.42,134.697,429.647,1059.8,134.764,421.532,1036.12,121.893,419.582,1096.09,99.7188
413.58,1093.42,134.704,429.635,1059.81,134.731,421.536,1036.12,121.914,419.561,1096.11,99.7087
413.58,1093.45,134.703,429.638,1059.82,134.698,421.564,1036.14,121.912,419.572,1096.12,99.7166
413.566,1093.46,134.705,429.624,1059.84,134.733,421.537,1036.14,121.922,419.556,1096.12,99.7247
413.577,1093.45,134.696,429.625,1059.85,134.747,421.539,1036.16,121.912,419.511,1096.11,99.6687
413.564,1093.47,134.703,429.607,1059.84,134.737,421.53,1036.18,121.919,419.476,1096.13,99.6563
413.545,1093.46,134.692,429.569,1059.85,134.756,421.506,1036.19,121.909,419.54,1096.14,99.7205
413.556,1093.5,134.709,429.585,1059.87,134.73,421.507,1036.18,121.91,419.469,1096.15,99.66
413.536,1093.48,134.691,429.609,1059.85,134.694,421.496,1036.2,121.916,419.469,1096.14,99.6662
413.527,1093.51,134.695,429.594,1059.88,134.724,421.496,1036.21,121.915,419.514,1096.16,99.7173
413.517,1093.51,134.705,429.582,1059.91,134.754,421.505,1036.21,121.909,419.518,1096.18,99.7302
413.528,1093.5,134.708,429.584,1059.89,134.716,421.481,1036.2,121.91,419.453,1096.16,99.6592
413.517,1093.52,134.71,429.579,1059.9,134.73,421.481,1036.22,121.908,419.508,1096.17,99.7274
413.506,1093.5,134.706,429.546,1059.88,134.751,421.463,1036.22,121.896,419.505,1096.17,99.7228
413.521,1093.52,134.712,429.535,1059.87,134.731,421.469,1036.21,121.916,419.45,1096.16,99.6751
413.507,1093.5,134.701,429.535,1059.89,134.766,421.471,1036.21,121.915,419.358,1096.15,99.6569
413.503,1093.5,134.701,429.528,1059.87,134.732,421.469,1036.2,121.909,419.498,1096.16,99.7144
413.505,1093.5,134.701,429.557,1059.86,134.723,421.483,1036.2,121.91,419.498,1096.15,99.7138
413.503,1093.49,134.694,429.559,1059.86,134.703,421.466,1036.28,121.847,419.497,1096.15,99.7177
413.491,1093.49,134.696,429.521,1059.85,134.751,421.468,1036.28,121.858,419.498,1096.15,99.7159
413.497,1093.48,134.704,429.563,1059.88,134.716,421.333,1036.4,121.898,419.492,1096.15,99.7161
413.506,1093.47,134.697,429.562,1059.85,134.707,421.325,1036.39,121.906,419.493,1096.14,99.7207
413.492,1093.46,134.695,429.569,1059.86,134.721,421.33,1036.39,121.906,419.398,1096.14,99.7192
413.489,1093.47,134.691,429.579,1059.86,134.755,421.405,1036.35,121.881,419.498,1096.12,99.7125
413.504,1093.43,134.693,429.559,1059.85,134.746,421.335,1036.37,121.901,419.506,1096.12,99.7203
413.503,1093.44,134.703,429.562,1059.87,134.747,421.333,1036.37,121.894,419.503,1096.12,99.7282
413.511,1093.44,134.703,429.581,1059.83,134.752,421.345,1036.35,121.912,419.497,1096.1,99.7198
413.521,1093.43,134.693,429.589,1059.81,134.722,421.388,1036.26,121.901,419.375,1096.1,99.7235
413.517,1093.42,134.708,429.585,1059.81,134.708,421.363,1036.35,121.904,419.386,1096.08,99.7205
413.515,1093.41,134.699,429.579,1059.81,134.741,421.353,1036.34,121.913,419.369,1096.07,99.7266
413.52,1093.41,134.691,429.6,1059.81,134.726,421.46,1036.18,121.908,419.524,1096.07,99.7318
413.539,1093.41,134.705,429.605,1059.8,134.735,421.361,1036.33,121.903,419.381,1096.06,99.7317
413.548,1093.42,134.707,429.569,1059.79,134.754,421.516,1036.1,121.907,419.392,1096.06,99.7379
413.552,1093.4,134.699,429.635,1059.78,134.711,421.519,1036.1,121.904,419.375,1096.04,99.7179
413.558,1093.41,134.695,429.646,1059.77,134.716,421.535,1036.08,121.903,419.373,1096.06,99.7189
413.574,1093.41,134.691,429.641,1059.78,134.714,421.556,1036.07,121.901,419.409,1096.06,99.7223
413.572,1093.42,134.702,429.639,1059.78,134.731,421.559,1036.06,121.905,419.408,1096.05,99.7175
413.581,1093.41,134.7,429.652,1059.78,134.723,421.555,1036.06,121.909,419.416,1096.05,99.73
413.582,1093.41,134.706,429.685,1059.76,134.685,421.566,1036.06,121.911,419.418,1096.06,99.7229
413.586,1093.41,134.694,429.667,1059.77,134.694,421.577,1036.06,121.915,419.41,1096.06,99.7138
413.589,1093.42,134.704,429.663,1059.76,134.74,421.578,1036.08,121.907,419.429,1096.05,99.7222
413.602,1093.42,134.695,429.682,1059.76,134.725,421.578,1036.09,121.909,419.435,1096.05,99.7261
413.622,1093.44,134.704,429.663,1059.77,134.731,421.589,1036.09,121.902,419.436,1096.06,99.7125
413.598,1093.42,134.697,429.689,1059.79,134.73,421.594,1036.08,121.905,419.425,1096.06,99.7088
413.619,1093.43,134.705,429.677,1059.81,134.731,421.589,1036.09,121.92,419.439,1096.08,99.7193
413.634,1093.43,134.699,429.691,1059.8,134.728,421.6,1036.1,121.903,419.439,1096.07,99.7139
413.623,1093.45,134.718,429.674,1059.78,134.72,421.585,1036.11,121.902,419.432,1096.09,99.7184
413.617,1093.46,134.721,429.669,1059.8,134.757,421.598,1036.12,121.906,419.407,1096.1,99.6802
413.613,1093.45,134.706,429.666,1059.81,134.747,421.611,1036.11,121.913,419.424,1096.1,99.712
413.612,1093.47,134.695,429.681,1059.82,134.715,421.572,1036.13,121.912,419.407,1096.13,99.678
413.528,1093.36,134.659,429.667,1059.79,134.736,421.653,1036.19,121.879,419.426,1096.11,99.7134
413.572,1093.45,134.706,429.661,1059.8,134.723,421.566,1036.14,121.908,419.396,1096.13,99.6685
413.585,1093.45,134.696,429.649,1059.81,134.755,421.585,1036.15,121.906,419.422,1096.13,99.7135
413.594,1093.45,134.697,429.67,1059.83,134.73,421.586,1036.16,121.918,419.421,1096.13,99.7178
413.509,1093.36,134.662,429.654,1059.81,134.739,421.574,1036.15,121.912,419.409,1096.12,99.7169
413.568,1093.45,134.682,429.627,1059.85,134.762,421.562,1036.15,121.916,419.415,1096.13,99.7241
413.494,1093.36,134.659,429.624,1059.82,134.715,421.56,1036.16,121.91,419.377,1096.14,99.6878
413.573,1093.46,134.7,429.619,1059.86,134.745,421.618,1036.22,121.9,419.403,1096.13,99.7249
413.538,1093.45,134.674,429.633,1059.81,134.755,421.56,1036.16,121.917,419.393,1096.14,99.7172
413.555,1093.45,134.693,429.607,1059.85,134.753,421.542,1036.14,121.914,419.355,1096.13,99.6812
413.549,1093.45,134.695,429.624,1059.87,134.74,421.531,1036.16,121.911,419.374,1096.12,99.7249
413.532,1093.45,134.694,429.58,1059.83,134.741,421.523,1036.16,121.919,419.365,1096.13,99.7191
413.526,1093.45,134.693,429.611,1059.85,134.726,421.521,1036.16,121.914,419.331,1096.13,99.685
413.517,1093.44,134.682,429.601,1059.84,134.74,421.527,1036.15,121.908,419.368,1096.13,99.7294
413.514,1093.44,134.69,429.602,1059.86,134.728,421.512,1036.14,121.915,419.369,1096.13,99.7318
413.525,1093.45,134.7,429.586,1059.85,134.735,421.502,1036.13,121.91,419.353,1096.12,99.7246
413.523,1093.44,134.692,429.593,1059.84,134.714,421.495,1036.13,121.912,419.346,1096.1,99.7174
413.5,1093.44,134.698,429.581,1059.84,134.733,421.5,1036.13,121.91,419.337,1096.1,99.7213
413.514,1093.43,134.696,429.585,1059.84,134.719,421.48,1036.13,121.9,419.337,1096.1,99.7276
413.514,1093.44,134.69,429.57,1059.85,134.742,421.482,1036.1,121.916,419.344,1096.09,99.7296
413.521,1093.43,134.698,429.558,1059.83,134.735,421.488,1036.12,121.913,419.345,1096.08,99.7303
413.515,1093.43,134.699,429.579,1059.85,134.722,421.475,1036.11,121.894,419.336,1096.1,99.7249
413.513,1093.43,134.709,429.569,1059.83,134.725,421.483,1036.09,121.912,419.321,1096.08,99.7195
413.506,1093.42,134.698,429.565,1059.83,134.729,421.501,1036.11,121.899,419.326,1096.09,99.7219
413.501,1093.42,134.7,429.569,1059.84,134.732,421.488,1036.11,121.903,419.336,1096.07,99.718
413.51,1093.43,134.693,429.572,1059.82,134.748,421.493,1036.1,121.913,419.334,1096.08,99.729
413.509,1093.43,134.702,429.587,1059.83,134.746,421.472,1036.1,121.918,419.331,1096.08,99.7188
413.512,1093.43,134.703,429.576,1059.83,134.734,421.488,1036.1,121.903,419.34,1096.07,99.7271
413.513,1093.41,134.698,429.581,1059.83,134.729,421.488,1036.09,121.91,419.306,1096.09,99.6845
413.52,1093.43,134.711,429.592,1059.81,134.725,421.496,1036.1,121.912,419.348,1096.08,99.7301
413.515,1093.43,134.701,429.604,1059.83,134.704,421.498,1036.11,121.903,419.349,1096.08,99.729
413.526,1093.43,134.692,429.582,1059.83,134.738,421.495,1036.1,121.902,419.356,1096.07,99.726
413.521,1093.42,134.699,429.607,1059.83,134.72,421.508,1036.09,121.904,419.346,1096.09,99.7253
413.54,1093.44,134.698,429.602,1059.83,134.738,421.528,1036.1,121.907,419.37,1096.08,99.7359
413.54,1093.43,134.695,429.63,1059.81,134.717,421.52,1036.11,121.918,419.367,1096.08,99.7198
413.534,1093.44,134.7,429.608,1059.82,134.695,421.523,1036.11,121.903,419.368,1096.1,99.7215
413.554,1093.46,134.7,429.618,1059.84,134.722,421.54,1036.12,121.911,419.385,1096.1,99.731
413.559,1093.45,134.705,429.624,1059.79,134.73,421.541,1036.12,121.914,419.355,1096.1,99.6782
413.571,1093.46,134.703,429.635,1059.84,134.716,421.551,1036.13,121.911,419.381,1096.12,99.7298
413.585,1093.46,134.711,429.637,1059.84,134.713,421.569,1036.13,121.916,419.352,1096.11,99.6797
413.592,1093.46,134.707,429.596,1059.82,134.77,421.563,1036.14,121.911,419.385,1096.12,99.7234
413.587,1093.46,134.694,429.636,1059.85,134.729,421.568,1036.13,121.92,419.401,1096.12,99.725
413.592,1093.46,134.71,429.654,1059.83,134.73,421.573,1036.14,121.907,419.407,1096.12,99.7204
413.601,1093.46,134.695,429.681,1059.81,134.713,421.573,1036.14,121.917,419.405,1096.12,99.7116
413.604,1093.47,134.702,429.657,1059.82,134.727,421.566,1036.14,121.914,419.414,1096.14,99.7236
413.596,1093.47,134.709,429.65,1059.79,134.73,421.581,1036.15,121.917,419.4,1096.14,99.6929
413.611,1093.46,134.7,429.663,1059.83,134.738,421.576,1036.14,121.912,419.43,1096.12,99.7143
413.61,1093.48,134.704,429.686,1059.85,134.757,421.572,1036.16,121.915,419.417,1096.13,99.7154
413.611,1093.47,134.716,429.661,1059.85,134.774,421.436,1036.13,121.971,419.419,1096.12,99.719
413.613,1093.47,134.698,429.705,1059.94,134.741,421.646,1036.19,121.882,419.433,1096.13,99.7245
413.612,1093.5,134.717,429.642,1059.83,134.741,421.58,1036.14,121.907,419.425,1096.13,99.7258
413.514,1093.41,134.662,429.666,1059.84,134.716,421.587,1036.14,121.895,419.398,1096.13,99.6878
413.559,1093.48,134.7,429.712,1059.89,134.733,421.579,1036.13,121.9,419.424,1096.11,99.7132
413.494,1093.42,134.681,429.629,1059.82,134.765,421.561,1036.12,121.907,419.418,1096.12,99.7232
413.543,1093.49,134.699,429.689,1059.81,134.709,421.57,1036.13,121.909,419.42,1096.11,99.7231
413.543,1093.48,134.701,429.625,1059.82,134.751,421.431,1036.08,121.961,419.411,1096.1,99.7229
413.536,1093.47,134.709,429.67,1059.81,134.72,421.57,1036.11,121.906,419.409,1096.1,99.7181
413.553,1093.44,134.689,429.632,1059.8,134.741,421.567,1036.11,121.894,419.384,1096.11,99.6824
413.566,1093.42,134.687,429.655,1059.83,134.738,421.421,1036.08,121.958,419.4,1096.09,99.7156
413.557,1093.41,134.688,429.605,1059.8,134.751,421.562,1036.1,121.91,419.561,1096.11,99.7071
413.549,1093.41,134.693,429.644,1059.79,134.723,421.567,1036.08,121.896,419.518,1096.08,99.6679
413.563,1093.42,134.698,429.637,1059.83,134.739,421.554,1036.09,121.904,419.546,1096.11,99.7144
413.557,1093.42,134.692,429.618,1059.82,134.738,421.552,1036.09,121.904,419.497,1096.09,99.6612
413.566,1093.42,134.695,429.63,1059.82,134.748,421.547,1036.09,121.901,419.562,1096.09,99.7266
413.554,1093.42,134.691,429.615,1059.8,134.715,421.532,1036.07,121.907,419.537,1096.1,99.7183
413.546,1093.41,134.703,429.617,1059.81,134.739,421.537,1036.09,121.911,419.357,1096.07,99.6813
413.549,1093.42,134.694,429.607,1059.82,134.723,421.527,1036.08,121.899,419.378,1096.07,99.7284
413.532,1093.42,134.698,429.575,1059.79,134.748,421.522,1036.07,121.912,419.367,1096.06,99.725
413.532,1093.41,134.684,429.611,1059.81,134.733,421.531,1036.07,121.914,419.358,1096.07,99.7239
413.539,1093.41,134.69,429.58,1059.8,134.707,421.519,1036.06,121.907,419.36,1096.06,99.7223
413.533,1093.43,134.708,429.596,1059.82,134.731,421.514,1036.07,121.906,419.316,1096.05,99.6743
413.529,1093.42,134.696,429.585,1059.83,134.757,421.521,1036.07,121.905,419.355,1096.06,99.7241
413.519,1093.42,134.703,429.59,1059.8,134.715,421.506,1036.07,121.911,419.309,1096.09,99.6747
413.525,1093.42,134.699,429.559,1059.8,134.739,421.494,1036.11,121.916,419.515,1096.17,99.85
413.525,1093.43,134.703,429.568,1059.83,134.729,421.487,1036.12,121.906,419.418,1096.14,99.7717
413.519,1093.44,134.701,429.551,1059.8,134.766,421.492,1036.17,121.882,419.511,1096.19,99.8627
413.516,1093.44,134.708,429.552,1059.81,134.751,421.476,1036.23,121.847,419.512,1096.19,99.8506
413.53,1093.44,134.699,429.589,1059.84,134.744,421.48,1036.24,121.856,419.511,1096.2,99.854
413.513,1093.46,134.701,429.577,1059.86,134.742,421.48,1036.25,121.863,419.512,1096.21,99.8483
413.534,1093.44,134.698,429.581,1059.84,134.719,421.473,1036.23,121.859,419.519,1096.21,99.8492
413.531,1093.44,134.685,429.591,1059.84,134.716,421.495,1036.26,121.848,419.442,1096.18,99.7821
413.525,1093.45,134.688,429.587,1059.84,134.731,421.472,1036.25,121.887,419.353,1096.12,99.7219
413.539,1093.46,134.691,429.595,1059.84,134.736,421.348,1036.38,121.911,419.356,1096.12,99.7237
413.551,1093.47,134.698,429.6,1059.85,134.713,421.367,1036.39,121.915,419.362,1096.12,99.7186
413.556,1093.48,134.705,429.587,1059.86,134.737,421.37,1036.39,121.921,419.345,1096.12,99.7193
413.541,1093.47,134.698,429.608,1059.87,134.739,421.37,1036.39,121.903,419.37,1096.13,99.7112
413.56,1093.47,134.694,429.576,1059.84,134.754,421.376,1036.4,121.9,419.364,1096.14,99.7314
413.555,1093.48,134.687,429.634,1059.86,134.729,421.37,1036.4,121.911,419.339,1096.14,99.6801
413.474,1093.37,134.655,429.633,1059.88,134.734,421.501,1036.35,121.824,419.37,1096.14,99.7195
413.471,1093.36,134.657,429.584,1059.84,134.757,421.483,1036.34,121.86,419.347,1096.15,99.6744
413.56,1093.45,134.698,429.608,1059.82,134.719,421.488,1036.34,121.86,419.373,1096.13,99.7119
413.551,1093.45,134.69,429.596,1059.83,134.756,421.481,1036.33,121.874,419.392,1096.14,99.7239
413.564,1093.44,134.699,429.59,1059.84,134.753,421.484,1036.32,121.866,419.391,1096.14,99.7189
413.561,1093.45,134.702,429.633,1059.85,134.745,421.497,1036.32,121.867,419.366,1096.13,99.6922
413.561,1093.44,134.7,429.612,1059.83,134.746,421.493,1036.29,121.873,419.392,1096.12,99.7114
413.57,1093.45,134.702,429.643,1059.82,134.726,421.538,1036.23,121.896,419.363,1096.12,99.6812
413.569,1093.44,134.69,429.622,1059.85,134.748,421.521,1036.2,121.886,419.364,1096.11,99.6732
413.584,1093.45,134.693,429.619,1059.83,134.745,421.544,1036.16,121.9,419.414,1096.11,99.7259
413.58,1093.44,134.697,429.633,1059.79,134.741,421.543,1036.13,121.905,419.412,1096.11,99.7198
413.591,1093.44,134.688,429.645,1059.78,134.726,421.544,1036.1,121.901,419.407,1096.11,99.7204
413.608,1093.44,134.704,429.613,1059.8,134.761,421.561,1036.1,121.912,419.409,1096.09,99.7235
413.589,1093.43,134.692,429.655,1059.81,134.718,421.576,1036.05,121.902,419.417,1096.09,99.7202
413.596,1093.44,134.7,429.621,1059.8,134.748,421.568,1036.08,121.903,419.409,1096.1,99.7255
413.605,1093.42,134.697,429.677,1059.81,134.729,421.584,1036.06,121.91,419.417,1096.07,99.721
413.592,1093.43,134.695,429.644,1059.79,134.709,421.558,1036.04,121.902,419.409,1096.06,99.7098
413.591,1093.43,134.7,429.653,1059.8,134.733,421.578,1036.05,121.901,419.408,1096.08,99.7242
413.603,1093.43,134.701,429.631,1059.82,134.746,421.561,1036.04,121.892,419.41,1096.07,99.7191
413.588,1093.41,134.696,429.651,1059.79,134.732,421.554,1036.04,121.902,419.412,1096.06,99.7227
413.587,1093.42,134.696,429.654,1059.78,134.718,421.561,1036.04,121.905,419.413,1096.06,99.7171
413.574,1093.4,134.692,429.627,1059.81,134.735,421.565,1036.05,121.917,419.405,1096.06,99.7247
413.582,1093.4,134.696,429.634,1059.81,134.744,421.551,1036.04,121.906,419.397,1096.07,99.7232
413.58,1093.41,134.7,429.642,1059.8,134.729,421.55,1036.03,121.902,419.411,1096.06,99.7271
413.569,1093.41,134.692,429.631,1059.81,134.739,421.557,1036.06,121.909,419.402,1096.05,99.7193
413.562,1093.42,134.701,429.669,1059.78,134.703,421.558,1036.06,121.903,419.347,1096.07,99.6786
413.568,1093.41,134.695,429.635,1059.83,134.759,421.566,1036.06,121.909,419.4,1096.07,99.7215
413.571,1093.42,134.695,429.636,1059.82,134.72,421.551,1036.05,121.914,419.382,1096.05,99.7187
413.557,1093.42,134.698,429.623,1059.83,134.732,421.548,1036.06,121.916,419.358,1096.06,99.6776
413.549,1093.41,134.695,429.634,1059.82,134.734,421.538,1036.06,121.906,419.375,1096.07,99.724
413.562,1093.44,134.709,429.622,1059.83,134.748,421.552,1036.07,121.908,419.379,1096.1,99.7185
413.561,1093.45,134.705,429.648,1059.81,134.704,421.539,1036.08,121.913,419.373,1096.07,99.72
413.564,1093.43,134.69,429.648,1059.83,134.702,421.544,1036.07,121.917,419.382,1096.1,99.7194
413.558,1093.44,134.703,429.579,1059.8,134.76,421.548,1036.1,121.911,419.35,1096.09,99.6856
413.54,1093.44,134.697,429.61,1059.83,134.72,421.535,1036.09,121.903,419.339,1096.12,99.6889
413.543,1093.45,134.689,429.574,1059.83,134.746,421.531,1036.11,121.909,419.325,1096.1,99.6796
413.535,1093.46,134.695,429.573,1059.82,134.751,421.53,1036.09,121.912,419.356,1096.12,99.7134
413.544,1093.46,134.695,429.602,1059.85,134.741,421.529,1036.12,121.916,419.353,1096.12,99.7191
413.547,1093.47,134.704,429.59,1059.85,134.742,421.526,1036.1,121.92,419.36,1096.12,99.7148
413.54,1093.46,134.71,429.597,1059.84,134.754,421.536,1036.12,121.914,419.328,1096.14,99.6957
413.56,1093.48,134.697,429.603,1059.88,134.761,421.518,1036.12,121.919,419.331,1096.14,99.6927
413.544,1093.48,134.706,429.568,1059.85,134.748,421.54,1036.13,121.909,419.362,1096.14,99.7253
413.539,1093.47,134.705,429.607,1059.86,134.718,421.519,1036.13,121.91,419.362,1096.14,99.7267
413.539,1093.47,134.688,429.609,1059.87,134.744,421.528,1036.12,121.918,419.371,1096.14,99.7196
413.551,1093.48,134.7,429.616,1059.87,134.763,421.526,1036.13,121.91,419.367,1096.14,99.7122
413.556,1093.49,134.701,429.579,1059.85,134.772,421.528,1036.14,121.909,419.352,1096.13,99.7188
413.536,1093.47,134.699,429.609,1059.87,134.746,421.529,1036.14,121.91,419.374,1096.14,99.7204
413.552,1093.5,134.709,429.603,1059.87,134.743,421.517,1036.13,121.912,419.365,1096.14,99.7289
413.535,1093.46,134.699,429.606,1059.86,134.739,421.531,1036.14,121.916,419.367,1096.14,99.727
413.556,1093.48,134.706,429.606,1059.87,134.741,421.538,1036.12,121.906,419.354,1096.14,99.7281
413.558,1093.49,134.703,429.609,1059.85,134.738,421.54,1036.13,121.925,419.366,1096.13,99.7259
413.559,1093.46,134.695,429.569,1059.82,134.761,421.534,1036.12,121.915,419.36,1096.13,99.7216
413.57,1093.47,134.7,429.61,1059.85,134.741,421.545,1036.11,121.908,419.336,1096.13,99.6796
413.559,1093.46,134.688,429.584,1059.82,134.739,421.552,1036.12,121.912,419.362,1096.12,99.7197
413.576,1093.46,134.702,429.634,1059.84,134.712,421.546,1036.11,121.918,419.326,1096.11,99.6749
413.567,1093.47,134.706,429.588,1059.81,134.743,421.553,1036.08,121.914,419.384,1096.12,99.7349
413.565,1093.45,134.708,429.644,1059.81,134.718,421.548,1036.1,121.912,419.39,1096.11,99.7248
413.57,1093.44,134.704,429.61,1059.8,134.731,421.559,1036.1,121.902,419.378,1096.1,99.7156
413.564,1093.44,134.707,429.622,1059.84,134.733,421.552,1036.08,121.905,419.386,1096.11,99.7223
413.577,1093.44,134.701,429.602,1059.78,134.739,421.536,1036.09,121.91,419.387,1096.08,99.7266
413.571,1093.43,134.699,429.594,1059.8,134.762,421.546,1036.08,121.908,419.398,1096.08,99.7228
413.568,1093.45,134.702,429.636,1059.82,134.721,421.543,1036.08,121.91,419.38,1096.09,99.7179
413.567,1093.43,134.701,429.639,1059.78,134.713,421.548,1036.07,121.903,419.406,1096.08,99.7215
413.579,1093.43,134.694,429.599,1059.78,134.731,421.546,1036.08,121.909,419.392,1096.06,99.7125
413.579,1093.43,134.697,429.622,1059.8,134.735,421.566,1036.07,121.907,419.409,1096.06,99.7126
413.577,1093.41,134.702,429.656,1059.79,134.72,421.575,1036.05,121.914,419.389,1096.07,99.7275
413.572,1093.43,134.7,429.631,1059.77,134.745,421.568,1036.07,121.905,419.399,1096.08,99.7254
413.571,1093.42,134.692,429.644,1059.8,134.706,421.572,1036.08,121.904,419.417,1096.07,99.7266
413.597,1093.43,134.704,429.63,1059.79,134.732,421.578,1036.07,121.895,419.414,1096.09,99.728
413.613,1093.42,134.699,429.65,1059.78,134.739,421.59,1036.07,121.902,419.438,1096.07,99.7159
413.642,1093.44,134.688,429.697,1059.79,134.724,421.622,1036.07,121.902,419.436,1096.09,99.7066
413.581,1093.35,134.649,429.736,1059.76,134.699,421.509,1036.03,121.951,419.457,1096.11,99.6743
413.617,1093.34,134.637,429.781,1059.77,134.708,421.547,1036.03,121.937,419.514,1096.07,99.691
413.708,1093.32,134.627,429.816,1059.72,134.723,421.633,1036.01,121.921,419.552,1096.07,99.6558
413.885,1093.39,134.687,429.893,1059.7,134.699,421.808,1036.02,121.903,419.465,1095.83,99.5851
413.976,1093.25,134.652,430.007,1059.65,134.689,421.837,1035.9,121.892,419.592,1095.82,99.5972
414.2,1093.27,134.705,430.231,1059.62,134.595,421.972,1035.86,121.872,419.707,1095.77,99.594
414.304,1093.05,134.647,430.396,1059.52,134.615,422.224,1035.79,121.922,419.854,1095.7,99.6089
414.579,1093.11,134.726,430.597,1059.53,134.616,422.519,1035.8,121.785,419.992,1095.67,99.6081
414.712,1093.07,134.763,430.853,1059.44,134.524,422.631,1035.76,121.809,420.111,1095.61,99.6175
414.827,1093.03,134.806,430.887,1059.52,134.566,422.799,1035.74,121.847,420.219,1095.58,99.6273
414.919,1092.98,134.82,430.939,1059.51,134.517,422.904,1035.73,121.828,420.286,1095.55,99.623
415.021,1092.99,134.794,431.007,1059.5,134.578,422.78,1035.68,121.906,420.331,1095.56,99.6241
414.998,1092.99,134.822,431.051,1059.51,134.522,422.813,1035.7,121.906,420.345,1095.59,99.6186
415.012,1093.04,134.804,431.062,1059.58,134.483,422.788,1035.72,121.897,420.352,1095.61,99.6215
